r,theta,mu,nu,residual
4.729999999999999538e+00,1.237787505514378550e+00,1.000000000000000021e-02,1.000000000000000021e-02,3.155710067204319103e+01
4.759999999999999787e+00,1.269203432050276525e+00,1.000000000000000021e-02,1.000000000000000021e-02,3.155620306448855672e+01
4.729999999999999538e+00,1.269203432050276525e+00,1.000000000000000021e-02,1.000000000000000021e-02,3.155596896853472799e+01
4.790000000000000036e+00,1.200088393671300935e+00,1.000000000000000021e-02,1.000000000000000021e-02,3.155388075270660764e+01
4.839999999999999858e+00,1.237787505514378550e+00,1.000000000000000021e-02,1.000000000000000021e-02,3.155319439662495284e+01
4.719999999999999751e+00,1.262920246743096886e+00,1.000000000000000021e-02,1.000000000000000021e-02,3.155235638851794988e+01
4.849999999999999645e+00,1.231504320207198910e+00,1.000000000000000021e-02,1.000000000000000021e-02,3.155176285639534228e+01
4.879999999999999893e+00,1.200088393671300935e+00,1.000000000000000021e-02,1.000000000000000021e-02,3.155029991657585597e+01
4.719999999999999751e+00,1.250353876128737829e+00,1.000000000000000021e-02,1.000000000000000021e-02,3.154975355209933952e+01
4.879999999999999893e+00,1.193805208364121517e+00,1.000000000000000021e-02,1.000000000000000021e-02,3.154966422188904929e+01
4.830000000000000071e+00,1.187522023056941878e+00,1.000000000000000021e-02,1.000000000000000021e-02,3.154902769369019566e+01
4.830000000000000071e+00,1.244070690821558189e+00,1.000000000000000021e-02,1.000000000000000021e-02,3.154719987717614416e+01
4.860000000000000320e+00,1.225221134900019493e+00,1.000000000000000021e-02,1.000000000000000021e-02,3.154266792327564417e+01
4.790000000000000036e+00,1.262920246743096886e+00,1.000000000000000021e-02,1.000000000000000021e-02,3.153511319889291897e+01
4.750000000000000000e+00,1.218937949592839853e+00,1.000000000000000021e-02,1.000000000000000021e-02,3.153455478342906204e+01
4.820000000000000284e+00,1.250353876128737829e+00,1.000000000000000021e-02,1.000000000000000021e-02,3.153401479157795251e+01
4.879999999999999893e+00,1.206371578978480574e+00,1.000000000000000021e-02,1.000000000000000021e-02,3.153374774046731943e+01
4.769999999999999574e+00,1.269203432050276525e+00,1.000000000000000021e-02,1.000000000000000021e-02,3.153339371044903316e+01
4.719999999999999751e+00,1.269203432050276525e+00,1.000000000000000021e-02,1.000000000000000021e-02,3.153296344684141062e+01
