6,0.101638,0.110826,0.0734446,0.0724312,0.0700303,0.0684678,0.0843144,0.0862292,0.0681151,0.0800606,0.0690704,0.0660595,0.0706961,0.0826137,0.0678603,0.0816036,0.0749632,0.067045,0.0876627,0.0825241,0.0703094,0.0813131,0.0788587,0.0770779,0.0806009,0.0758403,0.0953886,0.0672393,0.100955,0.0720807,0.0685791,0.0808971,0.0677648,0.0826438,0.0690878,0.0711539,0.0680036,0.071758,0.0686659,0.073072,0.0744029,0.0690552,0.0741665,0.0703512,0.094712,0.080482,0.0776507,0.0707825,0.0678079,0.071476
12,0.101638,0.110826,0.0797836,0.0724312,0.0705986,0.0775127,0.0843144,0.0946794,0.0681151,0.0800606,0.07043,0.0820794,0.0706961,0.091444,0.0687034,0.0817668,0.0764043,0.0829081,0.0876627,0.0825241,0.0839905,0.0813131,0.0888327,0.0770779,0.0806009,0.0758403,0.0953886,0.0707202,0.100955,0.0774251,0.0686099,0.0808971,0.0713891,0.0826438,0.0690878,0.0735969,0.0740476,0.0833753,0.0705237,0.0828808,0.0744029,0.0690552,0.0741665,0.0892093,0.094712,0.090652,0.0897729,0.0812802,0.078062,0.071476
18,0.101638,0.110826,0.0797836,0.073167,0.0774037,0.0911905,0.0843144,0.0946794,0.0701813,0.0800606,0.0794135,0.0820794,0.091444,0.107784,0.0817668,0.0800113,0.0829081,0.0876627,0.0825241,0.0839905,0.0813131,0.0888327,0.0770779,0.0806009,0.0758403,0.0953886,0.0707202,0.100955,0.0900337,0.07961,0.0808971,0.107317,0.0826438,0.0732508,0.0735969,0.0816708,0.090788,0.0729663,0.0828808,0.0953341,0.0690552,0.0741665,0.0892093,0.094712,0.090652,0.0897729,0.0812802,0.078062,0.0740233
24,0.101638,0.110826,0.0815417,0.0818336,0.0774037,0.0911905,0.0843144,0.0981004,0.080481,0.0800606,0.0794135,0.0820794,0.091444,0.107784,0.0817668,0.0800113,0.0829081,0.0876627,0.0825241,0.0839905,0.0813131,0.0929023,0.0891985,0.0806009,0.0841125,0.0953886,0.0707202,0.100955,0.0900337,0.07961,0.0808971,0.107317,0.0873263,0.0732508,0.0743663,0.0816708,0.090788,0.0789877,0.0828808,0.0953341,0.0690552,0.0741665,0.0892093,0.094712,0.090652,0.0897729,0.0843489,0.078062,0.0759029
30,0.101638,0.110826,0.0815417,0.0818336,0.0774037,0.0911905,0.0843144,0.0981004,0.080481,0.0800606,0.0794135,0.104298,0.091444,0.107784,0.0823775,0.0843396,0.0883789,0.0876627,0.0825241,0.0839905,0.0813131,0.0929023,0.0891985,0.0806009,0.0841125,0.0953886,0.0707202,0.100955,0.0900337,0.07961,0.0848439,0.107317,0.0873263,0.0732508,0.0743663,0.0816708,0.090788,0.0789877,0.101298,0.0953341,0.0712061,0.0741665,0.0892093,0.094712,0.090652,0.0897729,0.0843489,0.078062,0.076332
36,0.101638,0.110826,0.0815417,0.0818336,0.0774037,0.0911905,0.0843144,0.0981004,0.080481,0.100842,0.100087,0.104298,0.091444,0.107784,0.122685,0.0843396,0.0883789,0.0876627,0.0825241,0.0839905,0.0867382,0.0929023,0.0891985,0.0806009,0.0841125,0.0953886,0.0753685,0.100955,0.0900337,0.07961,0.0874779,0.107317,0.0873263,0.0789737,0.0808511,0.0872078,0.090788,0.0912593,0.101298,0.0953341,0.0712061,0.0869045,0.0892093,0.094712,0.090652,0.111849,0.0843489,0.078062,0.0827232
42,0.101638,0.110826,0.0815417,0.0818336,0.0774037,0.0911905,0.0843144,0.0981004,0.080481,0.100842,0.100087,0.091444,0.107784,0.122685,0.0869908,0.0883789,0.0876627,0.0825241,0.0839905,0.0867382,0.0929023,0.0993203,0.0806009,0.0841125,0.0953886,0.0753685,0.100955,0.0900337,0.07961,0.0874779,0.107317,0.0873263,0.0789737,0.0808511,0.0872078,0.090788,0.0912593,0.101298,0.0953341,0.0712061,0.0869045,0.0892093,0.094712,0.090652,0.111849,0.0843489,0.078062,0.0939988
48,0.101638,0.110826,0.0895562,0.0858184,0.0803605,0.0911905,0.0950359,0.0981004,0.080481,0.100842,0.100087,0.104298,0.104298,0.107784,0.122685,0.0869908,0.0888801,0.0888143,0.0825241,0.0839905,0.0867382,0.0929023,0.0993203,0.0806009,0.0841125,0.0953886,0.0763417,0.100955,0.0900337,0.07961,0.0874779,0.107317,0.0873263,0.0789737,0.0808511,0.0872078,0.090788,0.0929083,0.101298,0.0953341,0.0761987,0.0869045,0.0892093,0.0953612,0.090652,0.111849,0.109594,0.0813957,0.0939988
54,0.101638,0.110826,0.0895562,0.0858184,0.0832677,0.0911905,0.0950359,0.0981004,0.080481,0.100842,0.100087,0.107784,0.122685,0.0869908,0.0888801,0.0888143,0.0825241,0.0839905,0.0867382,0.0929023,0.0993203,0.0806009,0.0841125,0.0953886,0.0763417,0.100955,0.0900337,0.07961,0.0874779,0.107317,0.0873263,0.0864372,0.0808511,0.0872078,0.090788,0.0929083,0.101298,0.0953341,0.0761987,0.0869045,0.0906673,0.0953612,0.090652,0.111849,0.109594,0.0813957,0.0939988
60,0.101638,0.110826,0.0895562,0.0858184,0.0832677,0.0911905,0.0950359,0.100477,0.080481,0.100842,0.100087,0.107784,0.122685,0.100211,0.0888801,0.0888143,0.0825241,0.0839905,0.0908482,0.0929023,0.0993203,0.0806009,0.100424,0.0953886,0.0876215,0.100955,0.0900337,0.07961,0.0874779,0.107317,0.0873263,0.0864372,0.0808511,0.0872078,0.090788,0.0929083,0.101298,0.0953341,0.0761987,0.0869045,0.0906673,0.100422,0.090652,0.111849,0.109594,0.086604,0.0939988
66,0.101638,0.110826,0.0895562,0.0858184,0.0832677,0.0911905,0.0950359,0.100477,0.080481,0.100842,0.100087,0.107784,0.122685,0.100211,0.0888801,0.0888143,0.0825241,0.0839905,0.0908482,0.0929023,0.0993203,0.0806009,0.100424,0.0953886,0.0876215,0.100955,0.0900337,0.07961,0.0874779,0.107317,0.0873263,0.0864372,0.0808511,0.0872078,0.090788,0.0929083,0.101298,0.0953341,0.0795945,0.0869045,0.0906673,0.100422,0.090652,0.111849,0.109594,0.086604,0.0939988
72,0.101638,0.110826,0.0895562,0.0858184,0.0832677,0.0994304,0.0950359,0.100477,0.0854206,0.100842,0.100087,0.107784,0.122685,0.119708,0.0888801,0.0888143,0.0825241,0.0839905,0.0908482,0.0929023,0.0993203,0.0806009,0.100424,0.0953886,0.0876215,0.100955,0.0900337,0.07961,0.0874779,0.107317,0.0873263,0.0864372,0.0969438,0.0872078,0.090788,0.0934407,0.101298,0.0953341,0.0795945,0.0869045,0.0906673,0.100422,0.090652,0.111849,0.109594,0.0898217,0.0939988
78,0.101638,0.110826,0.0895562,0.0858184,0.0871284,0.0994304,0.0950359,0.100477,0.0854206,0.100842,0.100087,0.107784,0.122685,0.119708,0.0888801,0.0888143,0.107832,0.0839905,0.0908482,0.0929023,0.0993203,0.0806009,0.100424,0.0953886,0.0876215,0.100955,0.0900337,0.07961,0.0874779,0.107317,0.0873263,0.0864372,0.0969438,0.102403,0.090788,0.0934407,0.101298,0.0953341,0.0795945,0.0869045,0.0906673,0.100422,0.090652,0.111849,0.109594,0.0898217,0.0939988
84,0.101638,0.110826,0.0895562,0.0858184,0.0871284,0.0994304,0.0950359,0.100477,0.0854206,0.100842,0.100087,0.107784,0.122685,0.119708,0.0888801,0.0888143,0.108264,0.0839905,0.0908482,0.0929023,0.0993203,0.091556,0.100424,0.0953886,0.0876215,0.100955,0.108238,0.07961,0.0874779,0.107317,0.0873263,0.0864372,0.0969438,0.117233,0.090788,0.0934407,0.101298,0.0953341,0.0969572,0.0884783,0.0906673,0.100422,0.090652,0.111849,0.109594,0.0898217,0.0939988
90,0.101638,0.110826,0.0895562,0.0858184,0.0871284,0.0994304,0.0985077,0.100477,0.0854206,0.100842,0.100087,0.107784,0.122685,0.119708,0.0888801,0.0888143,0.108264,0.0862907,0.0908482,0.0929023,0.0993203,0.091556,0.100424,0.0953886,0.0876215,0.100955,0.108238,0.0839459,0.0874779,0.107317,0.0873263,0.0864372,0.0969438,0.117233,0.090788,0.0934407,0.101298,0.0953341,0.0969572,0.0884783,0.0906673,0.100422,0.090652,0.111849,0.109594,0.0898217,0.0939988
96,0.101638,0.110826,0.0895562,0.0858184,0.0871284,0.0994304,0.0985077,0.100477,0.0854206,0.100842,0.100087,0.107784,0.122685,0.119708,0.0888801,0.0888143,0.108264,0.0862907,0.0908482,0.0929023,0.0993203,0.091556,0.100424,0.0953886,0.0876215,0.100955,0.108238,0.0839459,0.0874779,0.107317,0.109682,0.0864372,0.0969438,0.117233,0.090788,0.0934407,0.101298,0.0953341,0.0969572,0.0884783,0.0906673,0.100422,0.090652,0.111849,0.109594,0.0985916,0.0939988
102,0.101638,0.110826,0.0895562,0.0858184,0.0871284,0.10915,0.0985077,0.100477,0.0854206,0.100842,0.100087,0.107784,0.122685,0.119708,0.0888801,0.0888143,0.108264,0.0862907,0.0908482,0.0929023,0.0993203,0.091556,0.100424,0.0953886,0.0876215,0.100955,0.108238,0.0839459,0.108442,0.107317,0.109682,0.0864372,0.0969438,0.117233,0.090788,0.0934407,0.101298,0.0953341,0.0969572,0.0884783,0.0906673,0.100422,0.090652,0.111849,0.109594,0.100611,0.0939988
108,0.101638,0.110826,0.0895562,0.0858184,0.0871284,0.10915,0.0985077,0.100477,0.0854206,0.100842,0.100087,0.107784,0.122685,0.119708,0.0888801,0.0888143,0.108264,0.0862907,0.0908482,0.0929023,0.0993203,0.091556,0.100424,0.0953886,0.0876215,0.100955,0.108238,0.0944197,0.108442,0.107317,0.109682,0.0864372,0.0969438,0.117233,0.119209,0.0934407,0.101298,0.0953341,0.0969572,0.0884783,0.0906673,0.100422,0.090652,0.111849,0.109594,0.107993,0.0939988
