r,theta,mu,nu,residual
1.439999999999999947e+00,5.623450849925729855e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.131885602123875145e+01
1.449999999999999956e+00,5.648583591154448413e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.131775499863935508e+01
1.439999999999999947e+00,5.617167664618550660e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.131682318113810481e+01
1.500000000000000000e+00,5.592034923389832102e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.131666507178484338e+01
1.600000000000000089e+00,5.636017220540089134e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.131454901882913688e+01
1.469999999999999973e+00,5.592034923389832102e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.131312323903883765e+01
1.530000000000000027e+00,5.598318108697011297e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.131293711987209605e+01
1.439999999999999947e+00,5.629734035232909939e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.131154719370204731e+01
1.530000000000000027e+00,5.698849073611884641e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.131096611258576701e+01
1.570000000000000062e+00,5.705132258919064725e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.131019607059479526e+01
1.459999999999999964e+00,5.661149961768807692e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.130966424975734697e+01
1.580000000000000071e+00,5.705132258919064725e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.130882841420403651e+01
1.439999999999999947e+00,5.610884479311370576e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.130552676303041437e+01
1.510000000000000009e+00,5.692565888304705446e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.130517808649546296e+01
1.610000000000000098e+00,5.698849073611884641e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.130316689135122843e+01
1.449999999999999956e+00,5.598318108697011297e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.130286882554255712e+01
1.560000000000000053e+00,5.705132258919064725e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.130219926678205411e+01
1.550000000000000044e+00,5.604601294004191381e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.129958521625832546e+01
1.620000000000000107e+00,5.692565888304705446e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.129843435247735073e+01
1.590000000000000080e+00,5.705132258919064725e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.129811614143626031e+01
1.510000000000000009e+00,5.592034923389832102e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.129733423250272395e+01
1.439999999999999947e+00,5.636017220540089134e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.129482675500533873e+01
1.620000000000000107e+00,5.654866776461627609e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.129189517861566827e+01
1.459999999999999964e+00,5.592034923389832102e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.129136522481694982e+01
1.610000000000000098e+00,5.642300405847269218e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.128832498102142168e+01
1.439999999999999947e+00,5.604601294004191381e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.128505280220400664e+01
1.550000000000000044e+00,5.705132258919064725e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.128482530071314827e+01
1.600000000000000089e+00,5.705132258919064725e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.127808619728558526e+01
1.449999999999999956e+00,5.654866776461627609e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.127674279398931034e+01
1.630000000000000115e+00,5.679999517690346167e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.127453160814500421e+01
1.479999999999999982e+00,5.679999517690346167e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.127414918635063401e+01
1.630000000000000115e+00,5.673716332383166971e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.127408344310418187e+01
1.520000000000000018e+00,5.698849073611884641e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.126949147819374630e+01
1.469999999999999973e+00,5.673716332383166971e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.126944009890151932e+01
1.439999999999999947e+00,5.642300405847269218e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.126863309842802607e+01
1.540000000000000036e+00,5.598318108697011297e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.126837404990783753e+01
1.520000000000000018e+00,5.592034923389832102e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.126780192670212344e+01
1.489999999999999991e+00,5.686282702997526250e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.126733041122941614e+01
1.580000000000000071e+00,5.617167664618550660e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.126546920901321869e+01
1.590000000000000080e+00,5.623450849925729855e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.126398567943760298e+01
1.630000000000000115e+00,5.686282702997526250e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.126365447336977610e+01
1.630000000000000115e+00,5.667433147075986888e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.126238850344897457e+01
1.620000000000000107e+00,5.698849073611884641e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.126003678137420394e+01
1.449999999999999956e+00,5.592034923389832102e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.125930704759496948e+01
1.540000000000000036e+00,5.705132258919064725e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.125806864601146629e+01
1.570000000000000062e+00,5.610884479311370576e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.125749673674485862e+01
1.479999999999999982e+00,5.585751738082652906e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.125664423006760018e+01
1.439999999999999947e+00,5.598318108697011297e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.125549506993996118e+01
1.459999999999999964e+00,5.667433147075986888e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.125334640917262874e+01
1.600000000000000089e+00,5.629734035232909939e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.125290601808984903e+01
1.489999999999999991e+00,5.585751738082652906e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.125261759926342364e+01
1.620000000000000107e+00,5.648583591154448413e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.125205748901951353e+01
1.469999999999999973e+00,5.585751738082652906e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.125036109598001133e+01
1.500000000000000000e+00,5.692565888304705446e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.124885006531393472e+01
1.610000000000000098e+00,5.705132258919064725e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.124877258056874396e+01
1.429999999999999938e+00,5.617167664618550660e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.124471020962985790e+01
1.429999999999999938e+00,5.623450849925729855e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.124206593366167795e+01
1.630000000000000115e+00,5.692565888304705446e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.124138537059719312e+01
1.560000000000000053e+00,5.604601294004191381e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.124021375043798088e+01
1.630000000000000115e+00,5.661149961768807692e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.123953691891158968e+01
1.500000000000000000e+00,5.585751738082652906e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.123830543400489645e+01
1.429999999999999938e+00,5.610884479311370576e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.123817280340964686e+01
1.459999999999999964e+00,5.585751738082652906e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.123375260408268161e+01
1.439999999999999947e+00,5.648583591154448413e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.123291313446082285e+01
1.610000000000000098e+00,5.636017220540089134e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.123209599244734491e+01
1.429999999999999938e+00,5.629734035232909939e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.123016633958565080e+01
1.580000000000000071e+00,5.711415444226243920e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.122987643566100502e+01
1.530000000000000027e+00,5.592034923389832102e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.122811331451636008e+01
1.570000000000000062e+00,5.711415444226243920e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.122696581624108703e+01
1.449999999999999956e+00,5.661149961768807692e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.122602033418646883e+01
1.590000000000000080e+00,5.711415444226243920e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.122350290585940513e+01
1.429999999999999938e+00,5.604601294004191381e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.122253521131177223e+01
1.530000000000000027e+00,5.705132258919064725e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.122193097921513427e+01
1.510000000000000009e+00,5.698849073611884641e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.121858459378802664e+01
1.439999999999999947e+00,5.592034923389832102e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.121695485517950885e+01
1.560000000000000053e+00,5.711415444226243920e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.121475456567173268e+01
1.550000000000000044e+00,5.598318108697011297e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.121377056957147644e+01
1.510000000000000009e+00,5.585751738082652906e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.121374052940035781e+01
1.620000000000000107e+00,5.705132258919064725e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.121021628981971929e+01
1.429999999999999938e+00,5.636017220540089134e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.120894584421636608e+01
1.600000000000000089e+00,5.711415444226243920e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.120786874411943401e+01
1.630000000000000115e+00,5.698849073611884641e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.120766972327714939e+01
1.449999999999999956e+00,5.585751738082652906e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.120681186300118171e+01
1.630000000000000115e+00,5.654866776461627609e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.120563015422602859e+01
1.620000000000000107e+00,5.642300405847269218e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.120142781873448712e+01
1.640000000000000124e+00,5.679999517690346167e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.119867158227395265e+01
1.429999999999999938e+00,5.598318108697011297e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.119788658854948693e+01
1.469999999999999973e+00,5.679999517690346167e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.119737206747513625e+01
1.479999999999999982e+00,5.686282702997526250e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.119605161685398542e+01
1.640000000000000124e+00,5.673716332383166971e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.119335044588848405e+01
1.550000000000000044e+00,5.711415444226243920e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.119323327366540965e+01
1.640000000000000124e+00,5.686282702997526250e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.119261984668870014e+01
1.439999999999999947e+00,5.654866776461627609e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.118762246041053743e+01
1.459999999999999964e+00,5.673716332383166971e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.118715812406446730e+01
1.590000000000000080e+00,5.617167664618550660e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.118694810299431452e+01
1.580000000000000071e+00,5.610884479311370576e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.118357109053153664e+01
1.489999999999999991e+00,5.692565888304705446e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.118305883528028488e+01
1.610000000000000098e+00,5.711415444226243920e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.118300446017888916e+01
1.600000000000000089e+00,5.623450849925729855e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.118092488122418260e+01
1.479999999999999982e+00,5.579468552775472823e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.117975183386979410e+01
1.520000000000000018e+00,5.585751738082652906e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.117896416359514333e+01
1.469999999999999973e+00,5.579468552775472823e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.117868860400186293e+01
1.429999999999999938e+00,5.642300405847269218e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.117834709977915963e+01
1.540000000000000036e+00,5.592034923389832102e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.117832183379909594e+01
1.640000000000000124e+00,5.667433147075986888e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.117673979857626421e+01
1.520000000000000018e+00,5.705132258919064725e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.117642120040296660e+01
1.640000000000000124e+00,5.692565888304705446e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.117512381563450674e+01
1.570000000000000062e+00,5.604601294004191381e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.117093649385963872e+01
1.489999999999999991e+00,5.579468552775472823e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.117048607487949852e+01
1.439999999999999947e+00,5.585751738082652906e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.116954073807824699e+01
1.459999999999999964e+00,5.579468552775472823e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.116727634442711548e+01
1.449999999999999956e+00,5.667433147075986888e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.116555718545228970e+01
1.610000000000000098e+00,5.629734035232909939e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.116536419653771262e+01
1.429999999999999938e+00,5.592034923389832102e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.116432353913261721e+01
1.419999999999999929e+00,5.617167664618550660e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.116255736596876247e+01
1.630000000000000115e+00,5.705132258919064725e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.116246526240860248e+01
1.540000000000000036e+00,5.711415444226243920e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.116239963128390400e+01
1.630000000000000115e+00,5.648583591154448413e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.116078072342434524e+01
1.419999999999999929e+00,5.610884479311370576e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.116071971537332885e+01
1.500000000000000000e+00,5.698849073611884641e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.115826584802254473e+01
1.419999999999999929e+00,5.623450849925729855e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.115529868753845832e+01
1.500000000000000000e+00,5.579468552775472823e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.115092004198639586e+01
1.419999999999999929e+00,5.604601294004191381e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.114986276466338566e+01
1.560000000000000053e+00,5.598318108697011297e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.114919185601503671e+01
1.620000000000000107e+00,5.711415444226243920e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.114894750668467793e+01
1.640000000000000124e+00,5.661149961768807692e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.114893467678773220e+01
1.640000000000000124e+00,5.698849073611884641e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.114612424730267293e+01
1.449999999999999956e+00,5.579468552775472823e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.114550375868170917e+01
1.620000000000000107e+00,5.636017220540089134e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.114013478278231872e+01
1.580000000000000071e+00,5.717698629533424004e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.113980195663867789e+01
1.419999999999999929e+00,5.629734035232909939e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.113887442260415028e+01
1.429999999999999938e+00,5.648583591154448413e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.113832116641005854e+01
1.590000000000000080e+00,5.717698629533424004e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.113767663800226870e+01
1.530000000000000027e+00,5.585751738082652906e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.113402600739899029e+01
1.439999999999999947e+00,5.661149961768807692e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.113272551869424376e+01
1.570000000000000062e+00,5.717698629533424004e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.113270735830144176e+01
1.419999999999999929e+00,5.598318108697011297e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.113007112073394822e+01
1.600000000000000089e+00,5.717698629533424004e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.112635158693236903e+01
1.530000000000000027e+00,5.711415444226243920e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.112225845411930081e+01
1.429999999999999938e+00,5.585751738082652906e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.112194989767998266e+01
1.510000000000000009e+00,5.705132258919064725e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.112155544726687495e+01
1.510000000000000009e+00,5.579468552775472823e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.112109104505443824e+01
1.550000000000000044e+00,5.592034923389832102e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.111848909899139315e+01
1.560000000000000053e+00,5.717698629533424004e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.111637962460834217e+01
1.469999999999999973e+00,5.686282702997526250e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.111529944736082598e+01
1.650000000000000133e+00,5.679999517690346167e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.111362094062366879e+01
1.439999999999999947e+00,5.579468552775472823e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.111336835600795325e+01
1.419999999999999929e+00,5.636017220540089134e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.111322326950007877e+01
1.650000000000000133e+00,5.686282702997526250e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.111241596968201861e+01
1.459999999999999964e+00,5.679999517690346167e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.111108393174808739e+01
1.640000000000000124e+00,5.654866776461627609e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.111004151311232846e+01
1.479999999999999982e+00,5.692565888304705446e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.110783653265247750e+01
1.610000000000000098e+00,5.717698629533424004e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.110585391550761969e+01
1.630000000000000115e+00,5.711415444226243920e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.110574222298026825e+01
1.640000000000000124e+00,5.705132258919064725e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.110557430688162128e+01
1.630000000000000115e+00,5.642300405847269218e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.110511188884159139e+01
1.650000000000000133e+00,5.673716332383166971e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.110341001518200699e+01
1.419999999999999929e+00,5.592034923389832102e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.110143676645619948e+01
1.590000000000000080e+00,5.610884479311370576e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.109989223955129489e+01
1.650000000000000133e+00,5.692565888304705446e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.109971888083894243e+01
1.600000000000000089e+00,5.617167664618550660e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.109875317947293993e+01
1.469999999999999973e+00,5.573185367468293627e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.109824300943122921e+01
1.449999999999999956e+00,5.673716332383166971e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.109533217654070825e+01
1.479999999999999982e+00,5.573185367468293627e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.109404870922806197e+01
1.459999999999999964e+00,5.573185367468293627e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.109206872096885022e+01
1.580000000000000071e+00,5.604601294004191381e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.109182992675476243e+01
1.550000000000000044e+00,5.717698629533424004e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.109081253546530732e+01
1.429999999999999938e+00,5.654866776461627609e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.108882767397992808e+01
1.489999999999999991e+00,5.698849073611884641e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.108856296675118358e+01
1.610000000000000098e+00,5.623450849925729855e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.108827290827357714e+01
1.650000000000000133e+00,5.667433147075986888e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.108187142717238771e+01
1.520000000000000018e+00,5.579468552775472823e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.108104490078703819e+01
1.489999999999999991e+00,5.573185367468293627e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.107951036932711020e+01
1.540000000000000036e+00,5.585751738082652906e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.107898402523618842e+01
1.419999999999999929e+00,5.642300405847269218e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.107829205718302390e+01
1.620000000000000107e+00,5.717698629533424004e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.107621761820064421e+01
1.449999999999999956e+00,5.573185367468293627e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.107551007742964799e+01
1.650000000000000133e+00,5.698849073611884641e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.107546571864612162e+01
1.570000000000000062e+00,5.598318108697011297e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.107471103380892075e+01
1.410000000000000142e+00,5.610884479311370576e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.107321167531456396e+01
1.520000000000000018e+00,5.711415444226243920e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.107282169900208046e+01
1.429999999999999938e+00,5.579468552775472823e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.107087650369177823e+01
1.410000000000000142e+00,5.617167664618550660e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.107041253495684074e+01
1.620000000000000107e+00,5.629734035232909939e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.106831707242317009e+01
1.439999999999999947e+00,5.667433147075986888e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.106819574333072964e+01
1.410000000000000142e+00,5.604601294004191381e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.106707583041712795e+01
1.419999999999999929e+00,5.585751738082652906e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.106405885062715910e+01
1.640000000000000124e+00,5.648583591154448413e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.106017784077211275e+01
1.410000000000000142e+00,5.623450849925729855e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.105860577315618087e+01
1.500000000000000000e+00,5.705132258919064725e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.105735710269475902e+01
1.540000000000000036e+00,5.717698629533424004e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.105600689475274123e+01
1.500000000000000000e+00,5.573185367468293627e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.105466124458671828e+01
1.640000000000000124e+00,5.711415444226243920e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.105343977221708229e+01
1.410000000000000142e+00,5.598318108697011297e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.105208512984834357e+01
1.650000000000000133e+00,5.661149961768807692e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.104910515083405187e+01
1.560000000000000053e+00,5.592034923389832102e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.104868479151537741e+01
1.439999999999999947e+00,5.573185367468293627e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.104856016256922757e+01
1.590000000000000080e+00,5.723981814840603199e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.104064917345602481e+01
1.650000000000000133e+00,5.705132258919064725e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.103960502852962478e+01
1.630000000000000115e+00,5.636017220540089134e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.103875734573265532e+01
1.580000000000000071e+00,5.723981814840603199e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.103862062659552379e+01
1.410000000000000142e+00,5.629734035232909939e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.103772643267095077e+01
1.630000000000000115e+00,5.717698629533424004e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.103748352018037338e+01
1.419999999999999929e+00,5.648583591154448413e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.103403590998066974e+01
1.600000000000000089e+00,5.723981814840603199e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.103354266152462415e+01
1.530000000000000027e+00,5.579468552775472823e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.103083583584539795e+01
1.429999999999999938e+00,5.661149961768807692e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.102983497275565128e+01
1.410000000000000142e+00,5.592034923389832102e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.102832700254401743e+01
1.570000000000000062e+00,5.723981814840603199e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.102744007143566662e+01
1.459999999999999964e+00,5.686282702997526250e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.102511802456575296e+01
1.469999999999999973e+00,5.692565888304705446e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.102322271664384346e+01
1.660000000000000142e+00,5.686282702997526250e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.102312272889277267e+01
1.510000000000000009e+00,5.573185367468293627e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.101954321008086524e+01
1.660000000000000142e+00,5.679999517690346167e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.101946354092003943e+01
1.419999999999999929e+00,5.579468552775472823e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.101804347039961485e+01
1.610000000000000098e+00,5.723981814840603199e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.101732489953992555e+01
1.449999999999999956e+00,5.679999517690346167e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.101533352746413641e+01
1.660000000000000142e+00,5.692565888304705446e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.101524653670078280e+01
1.510000000000000009e+00,5.711415444226243920e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.101410847430136997e+01
1.550000000000000044e+00,5.585751738082652906e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.101390436749042934e+01
1.530000000000000027e+00,5.717698629533424004e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.101197054962139177e+01
1.429999999999999938e+00,5.573185367468293627e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.101122096882657786e+01
1.479999999999999982e+00,5.698849073611884641e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.100951101134844379e+01
1.469999999999999973e+00,5.566902182161113544e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.100916820733178980e+01
1.459999999999999964e+00,5.566902182161113544e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.100826863563804281e+01
1.410000000000000142e+00,5.636017220540089134e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.100771741177112517e+01
1.560000000000000053e+00,5.723981814840603199e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.100709745220392222e+01
1.600000000000000089e+00,5.610884479311370576e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.100654751614700544e+01
1.650000000000000133e+00,5.654866776461627609e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.100522261175074235e+01
