6,1.94649e-09,1.9043e-09,1.98089e-09,1.95703e-09,1.91919e-09,1.99876e-09,2.06649e-09,1.92842e-09,1.93556e-09,2.11716e-09,1.99513e-09,2.03587e-09,1.96604e-09,2.02697e-09,1.92248e-09,1.90023e-09,2.00392e-09,1.93627e-09,1.92291e-09,2.06822e-09,1.99234e-09,1.88988e-09,1.92574e-09,2.02927e-09,2.03263e-09,1.94468e-09,1.9433e-09,1.9827e-09,2.05935e-09,1.93863e-09,2.03105e-09,1.99697e-09,1.96523e-09,1.99279e-09,1.93322e-09,1.88766e-09,2.03801e-09,1.95072e-09,1.97559e-09,2.04492e-09,2.04693e-09,2.02134e-09,1.94016e-09,2.00499e-09,1.99567e-09,2.04621e-09,1.89785e-09,2.03412e-09,1.92056e-09,2.00098e-09
12,2.01622e-09,2.03336e-09,1.98833e-09,2.25914e-09,1.91919e-09,1.99876e-09,2.06649e-09,1.93155e-09,1.93556e-09,2.11716e-09,1.99513e-09,2.03587e-09,1.96604e-09,2.04176e-09,1.92248e-09,1.98186e-09,2.00392e-09,1.94646e-09,2.05219e-09,2.06822e-09,2.00493e-09,2.00829e-09,1.92574e-09,2.02927e-09,2.03263e-09,1.95774e-09,2.19187e-09,1.9827e-09,2.05935e-09,1.93863e-09,2.03105e-09,1.99697e-09,2.24235e-09,2.09789e-09,1.93784e-09,1.92148e-09,2.03801e-09,2.00283e-09,1.97559e-09,2.04492e-09,2.04693e-09,2.02134e-09,2.02473e-09,2.00499e-09,1.99567e-09,2.04621e-09,1.90311e-09,2.03412e-09,1.92056e-09,2.00098e-09
18,2.01622e-09,2.03336e-09,1.98833e-09,2.25914e-09,1.95871e-09,1.99876e-09,2.06649e-09,2.0168e-09,1.9472e-09,2.11716e-09,1.99513e-09,2.03587e-09,1.99682e-09,2.04176e-09,1.92248e-09,1.98186e-09,2.00392e-09,1.95363e-09,2.05219e-09,2.06822e-09,2.01303e-09,2.00829e-09,1.92574e-09,2.02927e-09,2.03263e-09,2.01921e-09,2.19187e-09,1.9827e-09,2.05935e-09,1.99558e-09,2.03105e-09,2.00229e-09,2.24235e-09,2.09789e-09,1.99804e-09,1.93947e-09,2.03801e-09,2.08056e-09,1.97559e-09,2.04492e-09,2.04693e-09,2.03745e-09,2.02473e-09,2.00499e-09,2.11617e-09,2.04621e-09,1.90311e-09,2.03412e-09,2.01941e-09,2.00098e-09
24,2.01622e-09,2.03336e-09,1.98833e-09,2.25914e-09,1.9832e-09,1.99876e-09,2.06649e-09,2.02628e-09,1.9472e-09,2.11716e-09,1.99513e-09,2.03587e-09,1.99682e-09,2.04176e-09,1.92248e-09,1.98186e-09,2.00392e-09,1.95363e-09,2.0937e-09,2.06822e-09,2.02698e-09,2.00829e-09,1.99185e-09,2.02927e-09,2.03263e-09,2.01921e-09,2.19187e-09,2.23794e-09,2.05935e-09,1.99558e-09,2.03105e-09,2.00229e-09,2.24235e-09,2.09789e-09,1.99804e-09,1.99964e-09,2.03801e-09,2.16756e-09,2.02609e-09,2.04492e-09,2.04693e-09,2.05807e-09,2.08321e-09,2.00499e-09,2.11617e-09,2.04621e-09,1.92866e-09,2.03412e-09,2.01941e-09,2.00098e-09
30,2.01622e-09,2.03336e-09,1.98833e-09,2.25914e-09,2.32757e-09,1.99876e-09,2.06649e-09,2.02628e-09,1.96673e-09,2.11716e-09,1.99513e-09,2.03587e-09,2.07827e-09,2.04176e-09,1.92248e-09,2.00437e-09,2.00392e-09,1.98122e-09,2.0937e-09,2.31638e-09,2.02698e-09,2.00829e-09,1.99185e-09,2.02927e-09,2.03263e-09,2.01921e-09,2.19187e-09,2.23794e-09,2.05935e-09,1.99558e-09,2.03105e-09,2.00229e-09,2.24235e-09,2.09789e-09,1.99804e-09,1.99964e-09,2.03801e-09,2.16756e-09,2.02609e-09,2.04492e-09,2.04693e-09,2.05807e-09,2.08321e-09,2.08844e-09,2.11617e-09,2.04621e-09,1.94231e-09,2.03412e-09,2.01941e-09,2.00098e-09
36,2.01622e-09,2.03336e-09,2.1615e-09,2.25914e-09,2.32757e-09,1.99876e-09,2.17591e-09,2.02628e-09,2.01319e-09,2.11716e-09,1.99513e-09,2.07056e-09,2.07827e-09,2.04176e-09,2.01693e-09,2.00437e-09,2.00392e-09,2.03452e-09,2.0937e-09,2.31638e-09,2.02698e-09,2.00829e-09,1.99185e-09,2.02927e-09,2.03263e-09,2.01921e-09,2.19187e-09,2.23794e-09,2.05935e-09,1.99558e-09,2.03105e-09,2.00229e-09,2.24235e-09,2.09789e-09,2.02901e-09,2.15181e-09,2.03801e-09,2.16756e-09,2.02609e-09,2.10741e-09,2.04693e-09,2.26017e-09,2.08321e-09,2.08844e-09,2.11617e-09,2.04621e-09,1.97029e-09,2.03412e-09,2.01941e-09,2.00098e-09
42,2.01622e-09,2.03336e-09,2.1615e-09,2.25914e-09,2.32757e-09,1.99876e-09,2.17591e-09,2.02628e-09,2.01319e-09,2.11716e-09,1.99513e-09,2.07056e-09,2.07827e-09,2.26886e-09,2.01693e-09,2.00437e-09,2.171e-09,2.03452e-09,2.0937e-09,2.31638e-09,2.02698e-09,2.00829e-09,1.99185e-09,2.02927e-09,2.03263e-09,2.05139e-09,2.19187e-09,2.23794e-09,2.05935e-09,2.30151e-09,2.03105e-09,2.00229e-09,2.24235e-09,2.09789e-09,2.02901e-09,2.15181e-09,2.03801e-09,2.16756e-09,2.02609e-09,2.10741e-09,2.04693e-09,2.26017e-09,2.10383e-09,2.08844e-09,2.11617e-09,2.04621e-09,1.97029e-09,2.03412e-09,2.01941e-09,2.03626e-09
48,2.01622e-09,2.03336e-09,2.1615e-09,2.25914e-09,2.32757e-09,1.99876e-09,2.17591e-09,2.02628e-09,2.01319e-09,2.11716e-09,1.99513e-09,2.07056e-09,2.07827e-09,2.26886e-09,2.01693e-09,2.00437e-09,2.171e-09,2.03452e-09,2.0937e-09,2.31638e-09,2.02698e-09,2.00829e-09,1.99185e-09,2.02927e-09,2.03263e-09,2.05139e-09,2.19187e-09,2.23794e-09,2.05935e-09,2.30151e-09,2.03105e-09,2.00229e-09,2.24235e-09,2.09789e-09,2.02901e-09,2.15181e-09,2.03801e-09,2.16756e-09,2.02609e-09,2.10741e-09,2.04693e-09,2.26017e-09,2.10383e-09,2.08844e-09,2.11617e-09,2.04621e-09,1.97029e-09,2.03412e-09,2.01941e-09,2.03626e-09
54,2.01622e-09,2.03336e-09,2.1615e-09,2.25914e-09,2.34487e-09,1.99876e-09,2.17591e-09,2.02628e-09,2.01319e-09,2.11716e-09,1.99513e-09,2.07056e-09,2.07827e-09,2.26886e-09,2.01693e-09,2.07627e-09,2.171e-09,2.08765e-09,2.0937e-09,2.31638e-09,2.02698e-09,2.00829e-09,2.27716e-09,2.02927e-09,2.03263e-09,2.19197e-09,2.19187e-09,2.23794e-09,2.05935e-09,2.30151e-09,2.03105e-09,2.17755e-09,2.24235e-09,2.09789e-09,2.02901e-09,2.15181e-09,2.03801e-09,2.16756e-09,2.02609e-09,2.10741e-09,2.04693e-09,2.26017e-09,2.10383e-09,2.08844e-09,2.11617e-09,2.04621e-09,1.98738e-09,2.17556e-09,2.01941e-09,2.03626e-09
60,2.01622e-09,2.03336e-09,2.1615e-09,2.25914e-09,2.34487e-09,1.99876e-09,2.17591e-09,2.02628e-09,2.01319e-09,2.14834e-09,1.99513e-09,2.07056e-09,2.07827e-09,2.35676e-09,2.01693e-09,2.07627e-09,2.171e-09,2.08765e-09,2.0937e-09,2.31638e-09,2.02698e-09,2.00829e-09,2.27716e-09,2.02927e-09,2.03263e-09,2.19197e-09,2.19187e-09,2.23794e-09,2.05935e-09,2.30151e-09,2.03105e-09,2.17755e-09,2.24235e-09,2.09789e-09,2.02901e-09,2.15181e-09,2.07605e-09,2.16756e-09,2.02609e-09,2.10741e-09,2.04693e-09,2.26017e-09,2.10383e-09,2.08844e-09,2.11617e-09,2.04621e-09,2.02373e-09,2.17556e-09,2.01941e-09,2.03626e-09
