r,theta,mu,nu
4.769999999999999574e+00,1.218937949592839853e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.750000000000000000e+00,1.256637061435917246e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.809999999999999609e+00,1.244070690821558189e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.759999999999999787e+00,1.225221134900019493e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.849999999999999645e+00,1.218937949592839853e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.780000000000000249e+00,1.212654764285660214e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.740000000000000213e+00,1.250353876128737829e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.750000000000000000e+00,1.231504320207198910e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.740000000000000213e+00,1.244070690821558189e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.860000000000000320e+00,1.206371578978480574e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.809999999999999609e+00,1.200088393671300935e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.780000000000000249e+00,1.256637061435917246e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.860000000000000320e+00,1.200088393671300935e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.799999999999999822e+00,1.250353876128737829e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.740000000000000213e+00,1.256637061435917246e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.839999999999999858e+00,1.193805208364121517e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.790000000000000036e+00,1.206371578978480574e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.849999999999999645e+00,1.193805208364121517e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.860000000000000320e+00,1.212654764285660214e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.830000000000000071e+00,1.193805208364121517e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.740000000000000213e+00,1.237787505514378550e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.750000000000000000e+00,1.262920246743096886e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.839999999999999858e+00,1.231504320207198910e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.759999999999999787e+00,1.262920246743096886e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.830000000000000071e+00,1.237787505514378550e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.860000000000000320e+00,1.193805208364121517e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.740000000000000213e+00,1.262920246743096886e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.849999999999999645e+00,1.225221134900019493e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.790000000000000036e+00,1.256637061435917246e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.820000000000000284e+00,1.244070690821558189e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.729999999999999538e+00,1.250353876128737829e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.799999999999999822e+00,1.200088393671300935e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.729999999999999538e+00,1.256637061435917246e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.769999999999999574e+00,1.262920246743096886e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.759999999999999787e+00,1.218937949592839853e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.870000000000000107e+00,1.200088393671300935e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.820000000000000284e+00,1.193805208364121517e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.750000000000000000e+00,1.225221134900019493e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.769999999999999574e+00,1.212654764285660214e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.870000000000000107e+00,1.206371578978480574e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.860000000000000320e+00,1.218937949592839853e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.809999999999999609e+00,1.250353876128737829e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.729999999999999538e+00,1.244070690821558189e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.870000000000000107e+00,1.193805208364121517e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.729999999999999538e+00,1.262920246743096886e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.740000000000000213e+00,1.231504320207198910e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.780000000000000249e+00,1.206371578978480574e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.849999999999999645e+00,1.187522023056941878e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.860000000000000320e+00,1.187522023056941878e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.780000000000000249e+00,1.262920246743096886e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.839999999999999858e+00,1.187522023056941878e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.750000000000000000e+00,1.269203432050276525e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.740000000000000213e+00,1.269203432050276525e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.870000000000000107e+00,1.212654764285660214e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.799999999999999822e+00,1.256637061435917246e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.809999999999999609e+00,1.193805208364121517e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.719999999999999751e+00,1.256637061435917246e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.870000000000000107e+00,1.187522023056941878e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.729999999999999538e+00,1.237787505514378550e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.759999999999999787e+00,1.269203432050276525e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.729999999999999538e+00,1.269203432050276525e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.790000000000000036e+00,1.200088393671300935e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.839999999999999858e+00,1.237787505514378550e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.719999999999999751e+00,1.262920246743096886e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.849999999999999645e+00,1.231504320207198910e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.879999999999999893e+00,1.200088393671300935e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.719999999999999751e+00,1.250353876128737829e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.879999999999999893e+00,1.193805208364121517e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.830000000000000071e+00,1.187522023056941878e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.830000000000000071e+00,1.244070690821558189e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.860000000000000320e+00,1.225221134900019493e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.790000000000000036e+00,1.262920246743096886e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.750000000000000000e+00,1.218937949592839853e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.820000000000000284e+00,1.250353876128737829e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.879999999999999893e+00,1.206371578978480574e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.769999999999999574e+00,1.269203432050276525e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.719999999999999751e+00,1.269203432050276525e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.759999999999999787e+00,1.212654764285660214e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.879999999999999893e+00,1.187522023056941878e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.740000000000000213e+00,1.225221134900019493e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.719999999999999751e+00,1.244070690821558189e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.870000000000000107e+00,1.218937949592839853e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.799999999999999822e+00,1.193805208364121517e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.769999999999999574e+00,1.206371578978480574e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.820000000000000284e+00,1.187522023056941878e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.740000000000000213e+00,1.275486617357456165e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.860000000000000320e+00,1.181238837749762238e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.729999999999999538e+00,1.275486617357456165e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.809999999999999609e+00,1.256637061435917246e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.729999999999999538e+00,1.231504320207198910e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.870000000000000107e+00,1.181238837749762238e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.849999999999999645e+00,1.181238837749762238e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.709999999999999964e+00,1.262920246743096886e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.750000000000000000e+00,1.275486617357456165e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.709999999999999964e+00,1.256637061435917246e+00,1.000000000000000021e-02,1.000000000000000021e-02
7.769999999999999574e+00,2.695486496780042707e+00,5.004999999999999893e+00,1.000000000000000000e+01
7.780000000000000249e+00,2.695486496780042707e+00,5.004999999999999893e+00,1.000000000000000000e+01
4.889999999999999680e+00,1.193805208364121517e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.879999999999999893e+00,1.212654764285660214e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.719999999999999751e+00,1.275486617357456165e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.780000000000000249e+00,1.269203432050276525e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.709999999999999964e+00,1.269203432050276525e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.780000000000000249e+00,1.200088393671300935e+00,1.000000000000000021e-02,1.000000000000000021e-02
7.759999999999999787e+00,2.695486496780042707e+00,5.004999999999999893e+00,1.000000000000000000e+01
7.790000000000000036e+00,2.695486496780042707e+00,5.004999999999999893e+00,1.000000000000000000e+01
4.879999999999999893e+00,1.181238837749762238e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.889999999999999680e+00,1.187522023056941878e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.889999999999999680e+00,1.200088393671300935e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.839999999999999858e+00,1.181238837749762238e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.719999999999999751e+00,1.237787505514378550e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.759999999999999787e+00,1.275486617357456165e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.709999999999999964e+00,1.250353876128737829e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.799999999999999822e+00,1.262920246743096886e+00,1.000000000000000021e-02,1.000000000000000021e-02
7.780000000000000249e+00,2.701769682087222346e+00,5.004999999999999893e+00,1.000000000000000000e+01
7.769999999999999574e+00,2.689203311472863067e+00,5.004999999999999893e+00,1.000000000000000000e+01
4.849999999999999645e+00,1.237787505514378550e+00,1.000000000000000021e-02,1.000000000000000021e-02
7.750000000000000000e+00,2.695486496780042707e+00,5.004999999999999893e+00,1.000000000000000000e+01
7.759999999999999787e+00,2.689203311472863067e+00,5.004999999999999893e+00,1.000000000000000000e+01
7.790000000000000036e+00,2.701769682087222346e+00,5.004999999999999893e+00,1.000000000000000000e+01
7.769999999999999574e+00,2.701769682087222346e+00,5.004999999999999893e+00,1.000000000000000000e+01
4.860000000000000320e+00,1.231504320207198910e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.839999999999999858e+00,1.244070690821558189e+00,1.000000000000000021e-02,1.000000000000000021e-02
7.799999999999999822e+00,2.695486496780042707e+00,5.004999999999999893e+00,1.000000000000000000e+01
7.780000000000000249e+00,2.689203311472863067e+00,5.004999999999999893e+00,1.000000000000000000e+01
4.809999999999999609e+00,1.187522023056941878e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.709999999999999964e+00,1.275486617357456165e+00,1.000000000000000021e-02,1.000000000000000021e-02
7.750000000000000000e+00,2.689203311472863067e+00,5.004999999999999893e+00,1.000000000000000000e+01
7.799999999999999822e+00,2.701769682087222346e+00,5.004999999999999893e+00,1.000000000000000000e+01
7.759999999999999787e+00,2.701769682087222346e+00,5.004999999999999893e+00,1.000000000000000000e+01
4.870000000000000107e+00,1.225221134900019493e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.830000000000000071e+00,1.250353876128737829e+00,1.000000000000000021e-02,1.000000000000000021e-02
7.790000000000000036e+00,2.689203311472863067e+00,5.004999999999999893e+00,1.000000000000000000e+01
4.889999999999999680e+00,1.181238837749762238e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.889999999999999680e+00,1.206371578978480574e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.790000000000000036e+00,1.193805208364121517e+00,1.000000000000000021e-02,1.000000000000000021e-02
7.740000000000000213e+00,2.695486496780042707e+00,5.004999999999999893e+00,1.000000000000000000e+01
4.830000000000000071e+00,1.181238837749762238e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.740000000000000213e+00,1.218937949592839853e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.729999999999999538e+00,1.281769802664635582e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.750000000000000000e+00,1.212654764285660214e+00,1.000000000000000021e-02,1.000000000000000021e-02
7.809999999999999609e+00,2.695486496780042707e+00,5.004999999999999893e+00,1.000000000000000000e+01
7.740000000000000213e+00,2.689203311472863067e+00,5.004999999999999893e+00,1.000000000000000000e+01
4.769999999999999574e+00,1.275486617357456165e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.709999999999999964e+00,1.244070690821558189e+00,1.000000000000000021e-02,1.000000000000000021e-02
7.809999999999999609e+00,2.701769682087222346e+00,5.004999999999999893e+00,1.000000000000000000e+01
4.719999999999999751e+00,1.281769802664635582e+00,1.000000000000000021e-02,1.000000000000000021e-02
7.750000000000000000e+00,2.701769682087222346e+00,5.004999999999999893e+00,1.000000000000000000e+01
4.740000000000000213e+00,1.281769802664635582e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.700000000000000178e+00,1.262920246743096886e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.790000000000000036e+00,1.269203432050276525e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.729999999999999538e+00,1.225221134900019493e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.700000000000000178e+00,1.269203432050276525e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.820000000000000284e+00,1.256637061435917246e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.879999999999999893e+00,1.218937949592839853e+00,1.000000000000000021e-02,1.000000000000000021e-02
7.799999999999999822e+00,2.689203311472863067e+00,5.004999999999999893e+00,1.000000000000000000e+01
4.759999999999999787e+00,1.206371578978480574e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.870000000000000107e+00,1.174955652442582599e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.899999999999999467e+00,1.187522023056941878e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.899999999999999467e+00,1.193805208364121517e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.700000000000000178e+00,1.256637061435917246e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.860000000000000320e+00,1.174955652442582599e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.879999999999999893e+00,1.174955652442582599e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.709999999999999964e+00,1.281769802664635582e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.700000000000000178e+00,1.275486617357456165e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.750000000000000000e+00,1.281769802664635582e+00,1.000000000000000021e-02,1.000000000000000021e-02
7.729999999999999538e+00,2.695486496780042707e+00,5.004999999999999893e+00,1.000000000000000000e+01
4.719999999999999751e+00,1.231504320207198910e+00,1.000000000000000021e-02,1.000000000000000021e-02
7.729999999999999538e+00,2.689203311472863067e+00,5.004999999999999893e+00,1.000000000000000000e+01
7.759999999999999787e+00,2.682920126165683428e+00,5.004999999999999893e+00,1.000000000000000000e+01
7.790000000000000036e+00,2.708052867394401986e+00,5.004999999999999893e+00,1.000000000000000000e+01
7.820000000000000284e+00,2.701769682087222346e+00,5.004999999999999893e+00,1.000000000000000000e+01
7.780000000000000249e+00,2.708052867394401986e+00,5.004999999999999893e+00,1.000000000000000000e+01
7.820000000000000284e+00,2.695486496780042707e+00,5.004999999999999893e+00,1.000000000000000000e+01
7.740000000000000213e+00,2.701769682087222346e+00,5.004999999999999893e+00,1.000000000000000000e+01
4.769999999999999574e+00,1.200088393671300935e+00,1.000000000000000021e-02,1.000000000000000021e-02
7.769999999999999574e+00,2.682920126165683428e+00,5.004999999999999893e+00,1.000000000000000000e+01
4.899999999999999467e+00,1.181238837749762238e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.809999999999999609e+00,1.262920246743096886e+00,1.000000000000000021e-02,1.000000000000000021e-02
7.750000000000000000e+00,2.682920126165683428e+00,5.004999999999999893e+00,1.000000000000000000e+01
7.799999999999999822e+00,2.708052867394401986e+00,5.004999999999999893e+00,1.000000000000000000e+01
4.899999999999999467e+00,1.200088393671300935e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.849999999999999645e+00,1.174955652442582599e+00,1.000000000000000021e-02,1.000000000000000021e-02
7.809999999999999609e+00,2.689203311472863067e+00,5.004999999999999893e+00,1.000000000000000000e+01
4.889999999999999680e+00,1.212654764285660214e+00,1.000000000000000021e-02,1.000000000000000021e-02
7.769999999999999574e+00,2.708052867394401986e+00,5.004999999999999893e+00,1.000000000000000000e+01
4.799999999999999822e+00,1.187522023056941878e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.820000000000000284e+00,1.181238837749762238e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.889999999999999680e+00,1.174955652442582599e+00,1.000000000000000021e-02,1.000000000000000021e-02
7.780000000000000249e+00,2.682920126165683428e+00,5.004999999999999893e+00,1.000000000000000000e+01
4.700000000000000178e+00,1.250353876128737829e+00,1.000000000000000021e-02,1.000000000000000021e-02
7.740000000000000213e+00,2.682920126165683428e+00,5.004999999999999893e+00,1.000000000000000000e+01
4.780000000000000249e+00,1.275486617357456165e+00,1.000000000000000021e-02,1.000000000000000021e-02
7.809999999999999609e+00,2.708052867394401986e+00,5.004999999999999893e+00,1.000000000000000000e+01
4.700000000000000178e+00,1.281769802664635582e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.709999999999999964e+00,1.237787505514378550e+00,1.000000000000000021e-02,1.000000000000000021e-02
7.759999999999999787e+00,2.708052867394401986e+00,5.004999999999999893e+00,1.000000000000000000e+01
4.759999999999999787e+00,1.281769802664635582e+00,1.000000000000000021e-02,1.000000000000000021e-02
7.719999999999999751e+00,2.689203311472863067e+00,5.004999999999999893e+00,1.000000000000000000e+01
4.860000000000000320e+00,1.237787505514378550e+00,1.000000000000000021e-02,1.000000000000000021e-02
7.790000000000000036e+00,2.682920126165683428e+00,5.004999999999999893e+00,1.000000000000000000e+01
4.849999999999999645e+00,1.244070690821558189e+00,1.000000000000000021e-02,1.000000000000000021e-02
7.719999999999999751e+00,2.695486496780042707e+00,5.004999999999999893e+00,1.000000000000000000e+01
7.830000000000000071e+00,2.701769682087222346e+00,5.004999999999999893e+00,1.000000000000000000e+01
7.729999999999999538e+00,2.701769682087222346e+00,5.004999999999999893e+00,1.000000000000000000e+01
4.780000000000000249e+00,1.193805208364121517e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.870000000000000107e+00,1.231504320207198910e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.719999999999999751e+00,1.288052987971815222e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.839999999999999858e+00,1.174955652442582599e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.799999999999999822e+00,1.269203432050276525e+00,1.000000000000000021e-02,1.000000000000000021e-02
7.729999999999999538e+00,2.682920126165683428e+00,5.004999999999999893e+00,1.000000000000000000e+01
7.830000000000000071e+00,2.695486496780042707e+00,5.004999999999999893e+00,1.000000000000000000e+01
4.689999999999999503e+00,1.269203432050276525e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.729999999999999538e+00,1.288052987971815222e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.839999999999999858e+00,1.250353876128737829e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.899999999999999467e+00,1.174955652442582599e+00,1.000000000000000021e-02,1.000000000000000021e-02
7.820000000000000284e+00,2.689203311472863067e+00,5.004999999999999893e+00,1.000000000000000000e+01
7.820000000000000284e+00,2.708052867394401986e+00,5.004999999999999893e+00,1.000000000000000000e+01
4.709999999999999964e+00,1.288052987971815222e+00,1.000000000000000021e-02,1.000000000000000021e-02
7.769999999999999574e+00,6.176371156957533692e+00,5.004999999999999893e+00,1.000000000000000000e+01
4.899999999999999467e+00,1.206371578978480574e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.689999999999999503e+00,1.275486617357456165e+00,1.000000000000000021e-02,1.000000000000000021e-02
4.689999999999999503e+00,1.262920246743096886e+00,1.000000000000000021e-02,1.000000000000000021e-02
7.750000000000000000e+00,2.708052867394401986e+00,5.004999999999999893e+00,1.000000000000000000e+01
4.879999999999999893e+00,1.225221134900019493e+00,1.000000000000000021e-02,1.000000000000000021e-02
7.780000000000000249e+00,6.176371156957533692e+00,5.004999999999999893e+00,1.000000000000000000e+01
7.759999999999999787e+00,6.176371156957533692e+00,5.004999999999999893e+00,1.000000000000000000e+01
4.910000000000000142e+00,1.187522023056941878e+00,1.000000000000000021e-02,1.000000000000000021e-02
7.769999999999999574e+00,6.170087971650354497e+00,5.004999999999999893e+00,1.000000000000000000e+01
7.759999999999999787e+00,6.170087971650354497e+00,5.004999999999999893e+00,1.000000000000000000e+01
7.799999999999999822e+00,2.682920126165683428e+00,5.004999999999999893e+00,1.000000000000000000e+01
